"times","traces_1","traces_2","traces_3","traces_4","traces_5","traces_6","traces_7","traces_8","traces_9","traces_10","traces_11","traces_12","traces_13","traces_14","traces_15","traces_16","traces_17","traces_18","traces_19","traces_20","traces_21","design_1","design_2","design_3","design_4","design_5","design_6","design_7","design_8","design_9","design_10","design_11","design_12","design_13","design_14","design_15","mc_size_gp","phase1_its"
6798.3244907856,6.9852344017393,7.38796377449623,7.19514279717695,7.54253610353738,7.57617834205059,7.65955827292669,7.67465129862412,7.72184122215801,7.84205411963655,7.7129990872899,7.6256575866869,8.01722625879403,7.55956769511577,7.83078110880572,7.59247311693447,7.6666969485528,7.60528219598139,7.72773422583462,7.62497712593581,7.70489505808042,7.72262554447582,0,0.916514810174704,1.08948327228427,1.2818292863667,1.48287049122155,4.84036634489894,4.94338979758322,5.33631828613579,9.72207407467067,14.3889131750911,16.5968832280487,18.0198404565454,18.0205080807209,24,24,200,20
7103.56900215149,6.06437588682344,7.159712435865,7.07400028318077,7.11923331632423,7.17146494060066,7.45985226718287,7.38321856975517,7.2780801090351,7.31886836324155,7.31600715462478,7.32555878691973,7.29298560008117,7.43534566887095,7.49944565049501,7.4772997265904,7.63926831046478,7.79588343962004,7.78395996406539,7.69867189626228,7.81960003808314,7.65144773133967,0.402027854695916,0.565345343202353,1.24104687944055,3.32544564642012,4.03324608877301,4.3396824169904,5.26582005433738,5.38497970998287,6.17905293591321,11.2324443720281,12.2779700271785,16.5520741716027,17.4553359635174,24,24,200,20
7860.41464018822,5.97875156122993,7.12813961712802,7.13174407816355,7.47227111112185,7.49139200322888,7.56450754576098,7.70443321626725,7.74074732793815,7.62804265815346,7.82904533564566,7.62678666846137,7.60626422186852,7.76509550932314,7.6115928024874,7.60688619294518,7.677683838739,7.64518065969749,7.58802317284779,7.60565380357351,7.5629274974152,7.72114069836105,0.793272826820612,1.21020301245153,3.53462629392743,3.90544925071299,4.03299663215876,5.96071028150618,7.46665495075285,12.1205739397556,13.3739864565432,14.450416194275,15.1435025855899,18.2492515258491,19.3803935777396,19.9926433023065,24,200,20
7168.59523797035,7.08655645955939,7.01102506789231,7.00163721558473,6.98296633571017,7.53424755384285,7.73662148596179,7.64695754083089,7.70010827221879,7.72581897797082,7.74085906971172,7.66004340496236,7.65930605065927,7.60085022521251,7.64379295146333,7.56281656530042,7.78119699500666,7.75345747446877,7.70894378081942,7.59614023312857,7.67312068047445,7.65652689971758,0.952344814315438,1.04437265731394,1.54357490502298,1.75546726584435,2.40128451772034,5.17467509396374,6.86401489935815,7.04975068755448,9.97457084432244,10.1134105939418,14.0592073202133,14.3510737102479,19.5257811583579,24,24,200,20
7706.13029694557,6.59500806197331,6.74217139347511,6.68589584725282,7.17893866761371,7.18946333863852,7.48957449497163,7.68985245626164,7.90390022553223,7.73912571169571,7.69688604449143,7.71503720548176,7.694587740257,7.91109357555457,7.82365124062677,7.64461664780784,7.90670368990191,7.7051695825751,7.75783149669509,7.9193988349919,8.04710635254057,7.79397512993911,0.448272954672575,0.469564530998468,0.85536565259099,0.94524860009551,1.2723396923393,2.25026745535433,4.38146500848234,4.80514686182141,6.92350483126938,7.74793533794582,12.1592428106815,16.7092899754643,19.6476132888347,24,24,200,20
6683.67532992363,6.8150335285916,6.99280238100896,6.97676105997455,7.23831429624398,7.31680963266945,7.38479021207577,7.42938453393368,7.57737604723793,7.53633481383732,7.54329703869264,7.68866008925216,7.66778810584842,7.59164934985172,7.59116000587915,7.56317995826018,7.62762979594596,7.63518095438429,7.53015480747755,7.64745291776766,7.54114632154621,7.66093109188716,0.702513568103313,1.54744308628142,1.9803515765816,3.47803407534957,3.97863620705903,5.68503043055534,6.35183328576386,8.00153023190796,9.44273330457509,10.3516522049904,11.4162244386971,19.3796013370156,20.8082242570817,24,24,200,20
7188.0732626915,7.10367428154663,7.64476394117153,7.37636613830258,7.36998026839021,7.55189005632299,7.51013978476759,7.53396398864725,7.47471197154892,7.68176668161313,7.57253429178935,7.54260874920606,7.51781809796971,7.49662607684963,7.59977508460276,7.47454464129604,7.49014015609949,7.57542637915074,7.52615263362041,7.59624894438804,7.50067946898594,7.45211717113502,0.585494745522738,1.67396828904748,2.31123699992895,2.49882595986128,3.26879861578345,4.12195384316146,6.5360454339534,8.16149646788836,11.0184879787266,11.1814912911505,12.8397178519517,19.0082502197474,23.329500015825,23.7338231485337,24,200,20
6938.26023244858,6.60130329059506,6.5904452989082,6.81366068556721,7.02848403670589,7.10775810946205,7.21586309548605,7.07498287003819,7.03174742632399,7.06003042274352,7.04812436621295,7.0559135330567,7.21814350836496,7.29268195335,7.44699898713596,7.56073293505458,7.47980775968318,7.60908057229143,7.5001688082031,7.66301085215094,7.62755984359415,7.78539447988977,0.562941335141659,0.771237501874566,0.888415848836303,3.32312998361886,3.65826261788607,3.85415153950453,5.08041203208268,8.3200366795063,9.9707527756691,10.377392962575,12.9438051134348,13.060029393062,20.0028947498649,24,24,200,20
6283.9295167923,7.31189944526513,7.50308827232179,7.47971891260549,7.53911842498821,7.42376096317872,7.51480367840915,7.87459781765715,7.48961083077956,7.61927485225119,7.42990536602031,7.51279510907939,7.56897039412496,7.49548292515534,7.48017011301586,7.80613128206267,7.66596190767186,7.63470519130505,7.79264965548413,7.77913354375355,7.8047044850017,7.94680862731684,0.49899660050869,0.573954066261649,0.581613834947348,0.906875755637884,1.76512126252055,2.82333489507437,4.68759503401816,5.31843353435397,9.59095154888928,14.1556824613363,15.5793700162321,15.9979398474097,16.4142423793674,21.2008035499603,21.808460874483,200,20
6729.93366718292,6.77664707092946,6.73208863207815,6.8027121292933,7.28435276792535,7.28067172204683,7.24583330574793,7.35360447913874,7.40261248637903,7.31333731204531,7.40079126907185,7.26712651503325,7.45545883728614,7.36454278211932,7.39401126186218,7.5558276470009,7.71114791495788,7.64382546565998,7.65264202131363,7.57406832833404,7.75792223194771,7.69974209864375,0.780008258298039,1.3694113008678,1.97915546223521,2.04326325282454,4.15824498608708,4.41160457767546,4.78422169201076,8.35464754700661,9.63709183596075,10.0331760048866,13.640587605536,16.8130893521011,18.0763616692275,24,24,200,20
